title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age,mileage_per_year,brand_frequency,model_frequency,price_band
Toyota Axio Ex Push ALLOY RIM 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane",2400000,2020,1500.0,77000,6,12833.333333333334,0.8884228187919463,0.10939597315436242,Medium
Toyota C-HR G MODE NIRO-360 2020,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane",3400000,2020,1800.0,57748,6,9624.666666666666,0.8884228187919463,0.027181208053691275,High
Toyota Premio DHAKA READY CAR 2020,Toyota,Premio,Automatic,"Petrol, Octane",3700000,2020,1500.0,64013,6,10668.833333333334,0.8884228187919463,0.05285234899328859,High
Nissan Sunny 2004,Nissan,Sunny,Automatic,"CNG, Octane",750000,2009,1500.0,500000,17,29411.764705882353,0.02365771812080537,0.002181208053691275,Low
Toyota ist G NEW SHAPE 2010,Toyota,ist,Automatic,"Petrol, Octane",1430000,2010,1500.0,64000,16,4000.0,0.8884228187919463,0.002181208053691275,Low
Toyota ist G HID SELECTION 2004,Toyota,ist,Automatic,"Petrol, Octane",870000,2004,1330.0,81000,22,3681.818181818182,0.8884228187919463,0.002181208053691275,Low
MG HS Sunroof Moonroof 2021,MG,HS,Automatic,Octane,2650000,2021,1500.0,70000,5,14000.0,0.001174496644295302,0.0005033557046979866,Medium
Toyota C-HR 2018,Toyota,C-HR,Automatic,"Hybrid, Octane",3050000,2018,1800.0,96000,8,12000.0,0.8884228187919463,0.027181208053691275,Medium
Toyota Harrier Z Leather Non Hybrid 2021,Toyota,Harrier,Automatic,"Petrol, Octane",7450000,2021,2000.0,29000,5,5800.0,0.8884228187919463,0.03976510067114094,Luxury
Toyota Noah SI WXB Hybrid pearl 2020,Toyota,Noah,Automatic,"Hybrid, Octane",3300000,2020,1800.0,45445,6,7574.166666666667,0.8884228187919463,0.10671140939597315,Medium
Toyota Hiace SUPER GL SPECIAL E. 2021,Toyota,Hiace,Automatic,"Petrol, Octane",4370000,2021,2000.0,35640,5,7128.0,0.8884228187919463,0.09429530201342282,High
Honda Grace L PKG NON HYBRID 2020,Honda,Grace,Automatic,"Petrol, Octane",2700000,2020,1500.0,63000,6,10500.0,0.0424496644295302,0.0038590604026845637,Medium
Honda Grace BLACK 2020,Honda,Grace,Automatic,Hybrid,2800000,2020,1500.0,41070,6,6845.0,0.0424496644295302,0.0038590604026845637,Medium
Toyota Corolla Cross Z Leather 2022,Toyota,Corolla Cross,Automatic,Hybrid,4350000,2022,1800.0,22373,4,5593.25,0.8884228187919463,0.07097315436241611,High
Toyota Hiace GL PACKAGE DUAL AC 2021,Toyota,Hiace,Automatic,"Petrol, Octane",3260000,2021,2000.0,54982,5,10996.4,0.8884228187919463,0.09429530201342282,Medium
Toyota Hiace SUPER GL DARK PRIME 2021,Toyota,Hiace,Automatic,"Petrol, Octane",4360000,2021,2000.0,56726,5,11345.2,0.8884228187919463,0.09429530201342282,High
Toyota Sienta G LED 7SEAT 2DR PWR 2020,Toyota,Sienta,Automatic,Hybrid,2430000,2020,1500.0,67098,6,11183.0,0.8884228187919463,0.009228187919463088,Medium
Toyota Hiace SUPER GL DARK PRIME 2020,Toyota,Hiace,Automatic,"Petrol, Octane",4240000,2020,2000.0,62434,6,10405.666666666666,0.8884228187919463,0.09429530201342282,High
Toyota Axio EX NON HYBRID WHITE 2020,Toyota,Axio,Automatic,"Petrol, Octane",2390000,2020,1500.0,50420,6,8403.333333333334,0.8884228187919463,0.10939597315436242,Medium
Honda Vezel 2014,Honda,Vezel,Automatic,Hybrid,1490000,2018,1500.0,75000,8,9375.0,0.0424496644295302,0.006711409395973154,Low
BAIC X25 Jeep 2016,BAIC,X25,Automatic,Octane,1250000,2016,1500.0,52000,10,5200.0,0.00016778523489932885,0.00016778523489932885,Low
Toyota Fielder EX HYBRID PUSH GP-4 2021,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane",2220000,2021,1500.0,70215,5,14043.0,0.8884228187919463,0.057885906040268456,Low
Toyota Corolla WXB 2021,Toyota,Corolla,Automatic,"Hybrid, Octane",3300000,2021,1800.0,67000,5,13400.0,0.8884228187919463,0.04848993288590604,Medium
Toyota Axio 2010,Toyota,Axio,Automatic,"CNG, Octane",1520000,2015,1500.0,75331,11,6848.272727272727,0.8884228187919463,0.10939597315436242,Low
Lexus ES 2019,Lexus,ES,Automatic,Hybrid,9200000,2019,2500.0,32000,7,4571.428571428572,0.0068791946308724835,0.0015100671140939597,Luxury
Toyota Supra 35th Anniversary 2021,Toyota,Supra,Automatic,"Petrol, Octane",14200000,2021,2000.0,16510,5,3302.0,0.8884228187919463,0.0005033557046979866,Luxury
Lexus RX 500H NEW SHAPE READY 2023,Lexus,RX,Automatic,"Hybrid, Octane",20500000,2023,2400.0,1300,3,433.3333333333333,0.0068791946308724835,0.0028523489932885905,Luxury
Toyota Yaris Cross Z PKG 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane",3600000,2021,1500.0,49778,5,9955.6,0.8884228187919463,0.02097315436241611,High
Toyota Premio FL 2020,Toyota,Premio,Automatic,Petrol,4200000,2020,1500.0,122000,6,20333.333333333332,0.8884228187919463,0.05285234899328859,High
Honda Vezel Octane Drive 2014,Honda,Vezel,Automatic,Octane,2190000,2014,1500.0,80650,12,6720.833333333333,0.0424496644295302,0.006711409395973154,Low
Toyota Hiace SUPER GL 2 DOOR PWR 2020,Toyota,Hiace,Automatic,Octane,4400000,2020,2000.0,96000,6,16000.0,0.8884228187919463,0.09429530201342282,High
Toyota Hiace SUPER GL 4.5 POINT 2022,Toyota,Hiace,Automatic,Octane,4750000,2022,2000.0,53000,4,13250.0,0.8884228187919463,0.09429530201342282,Luxury
Toyota Premio 2015,Toyota,Premio,Automatic,Petrol,2550000,2019,1500.0,50328,7,7189.714285714285,0.8884228187919463,0.05285234899328859,Medium
Toyota C-HR G LED 4.5 2018,Toyota,C-HR,Automatic,"Hybrid, Octane",3050000,2018,1800.0,99551,8,12443.875,0.8884228187919463,0.027181208053691275,Medium
Toyota Prius A PKG PEARL COLOR 2020,Toyota,Prius,Automatic,"Hybrid, Octane",3650000,2020,1800.0,63285,6,10547.5,0.8884228187919463,0.029865771812080538,High
Toyota Aqua S Package 2020,Toyota,Aqua,Automatic,"Hybrid, Octane",1700000,2020,1500.0,55328,6,9221.333333333334,0.8884228187919463,0.015771812080536914,Low
Toyota Premio F 2007,Toyota,Premio,Automatic,"CNG, Octane",1930000,2007,1500.0,85000,19,4473.684210526316,0.8884228187919463,0.05285234899328859,Low
Toyota C-HR PUSH G LED 2020,Toyota,C-HR,Automatic,Hybrid,3380000,2020,1800.0,31932,6,5322.0,0.8884228187919463,0.027181208053691275,Medium
Toyota Harrier z leather Pearl 2025,Toyota,Harrier,Automatic,Petrol,10890000,2025,2500.0,5,1,5.0,0.8884228187919463,0.03976510067114094,Luxury
Toyota Hiace DX AMBULANCE 2020,Toyota,Hiace,Automatic,Petrol,2820000,2020,2000.0,64222,6,10703.666666666666,0.8884228187919463,0.09429530201342282,Medium
Toyota Noah SI WXB HYBRID 2021,Toyota,Noah,Automatic,Hybrid,3840000,2021,1800.0,62000,5,12400.0,0.8884228187919463,0.10671140939597315,High
Toyota Corolla WXB HYBRID 2020,Toyota,Corolla,Automatic,Hybrid,3130000,2020,1800.0,61000,6,10166.666666666666,0.8884228187919463,0.04848993288590604,Medium
Toyota Hiace GL WHITE 2020,Toyota,Hiace,Automatic,Petrol,2850000,2020,2000.0,73000,6,12166.666666666666,0.8884228187919463,0.09429530201342282,Medium
Toyota Corolla Cross Z LEATHER. 2023,Toyota,Corolla Cross,Automatic,Hybrid,5140000,2023,1800.0,6000,3,2000.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Premio F EX 2021,Toyota,Premio,Automatic,Petrol,4850000,2021,1500.0,45000,5,9000.0,0.8884228187919463,0.05285234899328859,Luxury
Toyota Corolla GX HYBRID PEARL 2020,Toyota,Corolla,Automatic,Hybrid,2950000,2020,1800.0,53000,6,8833.333333333334,0.8884228187919463,0.04848993288590604,Medium
Toyota Fielder EX HYBRID 2021,Toyota,Fielder,Automatic,Hybrid,2200000,2021,1500.0,105000,5,21000.0,0.8884228187919463,0.057885906040268456,Low
Toyota Esquire GI PREMIUM NON HYBRI 2020,Toyota,Esquire,Automatic,Petrol,4390000,2020,2000.0,82000,6,13666.666666666666,0.8884228187919463,0.05855704697986577,High
Honda Civic FC-1 2020,Honda,Civic,Automatic,Petrol,4090000,2020,1500.0,30000,6,5000.0,0.0424496644295302,0.003355704697986577,High
Toyota Noah Hybrid 2 Door power 2020,Toyota,Noah,Automatic,Hybrid,3300000,2020,1800.0,82430,6,13738.333333333334,0.8884228187919463,0.10671140939597315,Medium
Toyota Esquire GIP PKG 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",4175000,2020,1790.0,86200,6,14366.666666666666,0.8884228187919463,0.05855704697986577,High
Toyota Axio Hybrid EX 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2800000,2020,1490.0,69000,6,11500.0,0.8884228187919463,0.10939597315436242,Medium
Toyota Esquire GIP PKG 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",4200000,2020,1790.0,97059,6,16176.5,0.8884228187919463,0.05855704697986577,High
Toyota Axio Hybrid EX PKG 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2975000,2020,1490.0,17333,6,2888.8333333333335,0.8884228187919463,0.10939597315436242,Medium
Toyota Cross Z PKG 2025,Toyota,Cross,Automatic,"Hybrid, Octane",5800000,2025,1790.0,15,1,15.0,0.8884228187919463,0.0006711409395973154,Luxury
Toyota ist G-Ltd. Octane Push 2011,Toyota,ist,Automatic,Octane,1340000,2011,1500.0,59000,15,3933.3333333333335,0.8884228187919463,0.002181208053691275,Low
Toyota Axio Hybrid EX 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2850000,2020,1490.0,67300,6,11216.666666666666,0.8884228187919463,0.10939597315436242,Medium
Toyota Noah X 2003,Toyota,Noah,Automatic,"Petrol, Octane, LPG",1175000,2003,2000.0,125000,23,5434.782608695652,0.8884228187919463,0.10671140939597315,Low
Toyota Allion 2011,Toyota,Allion,Automatic,"Petrol, Octane",2190000,2011,1500.0,68000,15,4533.333333333333,0.8884228187919463,0.03120805369127517,Low
Toyota Esquire Gi Premium Black 2020,Toyota,Esquire,Automatic,Petrol,4580000,2020,2000.0,63000,6,10500.0,0.8884228187919463,0.05855704697986577,Luxury
Toyota Noah SI Black 3.5149k km 2020,Toyota,Noah,Automatic,Petrol,3950000,2020,2000.0,149000,6,24833.333333333332,0.8884228187919463,0.10671140939597315,High
Toyota Noah SI WXB 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3500000,2020,1800.0,45720,6,7620.0,0.8884228187919463,0.10671140939597315,High
Toyota Esquire GI Hybrid 4 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane",3950000,2020,1800.0,66000,6,11000.0,0.8884228187919463,0.05855704697986577,High
Toyota Esquire Gi Premium Hybrid 2021,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane",4000000,2021,1800.0,116313,5,23262.6,0.8884228187919463,0.05855704697986577,High
Toyota Axio EX PKG 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane",2080000,2020,1500.0,51000,6,8500.0,0.8884228187919463,0.10939597315436242,Low
Toyota Noah SI WXB 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",4700000,2020,1800.0,46821,6,7803.5,0.8884228187919463,0.10671140939597315,Luxury
Toyota Noah SI WXB 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3550000,2020,1800.0,56123,6,9353.833333333334,0.8884228187919463,0.10671140939597315,High
Toyota Noah X Dark Wine N.Hybrid 2021,Toyota,Noah,Automatic,"Petrol, Octane",3850000,2021,2000.0,74269,5,14853.8,0.8884228187919463,0.10671140939597315,High
Toyota Premio F-EX 4.5 2021,Toyota,Premio,Automatic,"Petrol, Octane",5000000,2021,1500.0,35115,5,7023.0,0.8884228187919463,0.05285234899328859,Luxury
Toyota Aqua G Soft Leather 2020,Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane",2050000,2020,1500.0,69000,6,11500.0,0.8884228187919463,0.015771812080536914,Low
Toyota Axio Ex 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane",2150000,2020,1500.0,52800,6,8800.0,0.8884228187919463,0.10939597315436242,Low
Toyota Fielder EX Hybrid Ready 2020,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane",2200000,2020,1500.0,42152,6,7025.333333333333,0.8884228187919463,0.057885906040268456,Low
Toyota Corolla Cross Z Leather Full Load 2023,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",5200000,2023,1800.0,6000,3,2000.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Noah XI Hybrid 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3100000,2020,1800.0,72000,6,12000.0,0.8884228187919463,0.10671140939597315,Medium
Toyota Voxy ZS Kirameki Ready 2019,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane",3050000,2019,1800.0,37856,7,5408.0,0.8884228187919463,0.027348993288590605,Medium
Toyota Voxy S-Z Hybrid 2022,Toyota,Voxy,Automatic,"Petrol, Hybrid",4870000,2022,1800.0,63000,4,15750.0,0.8884228187919463,0.027348993288590605,Luxury
Honda Insight Ex 2021,Honda,Insight,Automatic,"Petrol, Hybrid, Octane",3850000,2021,1500.0,30000,5,6000.0,0.0424496644295302,0.015100671140939598,High
Toyota Esquire Gi Hybrid Mica-Blue 2020,Toyota,Esquire,Automatic,"Petrol, Hybrid, Octane",3800000,2020,2020.0,59785,6,9964.166666666666,0.8884228187919463,0.05855704697986577,High
Toyota Fielder Ex pkg Hyb push 4pt 2020,Toyota,Fielder,Automatic,"Hybrid, Octane",2320000,2020,1500.0,90369,6,15061.5,0.8884228187919463,0.057885906040268456,Low
Toyota Axio Ex Octen push 4pt 2020,Toyota,Axio,Automatic,"Octane, Other fuel type",2670000,2020,1500.0,90999,6,15166.5,0.8884228187919463,0.10939597315436242,Medium
Toyota Hiace DX DHAKA READY 2021,Toyota,Hiace,Automatic,Octane,3180000,2021,2000.0,63251,5,12650.2,0.8884228187919463,0.09429530201342282,Medium
Toyota Corolla Cross Z-LEATHER HYBRID 2023,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4850000,2023,1800.0,47845,3,15948.333333333334,0.8884228187919463,0.07097315436241611,Luxury
Toyota Harrier Z-LEATHER HYBRID 2020,Toyota,Harrier,Automatic,"Hybrid, Octane",6980000,2020,2500.0,64253,6,10708.833333333334,0.8884228187919463,0.03976510067114094,Luxury
Toyota Noah X Smart Dhaka Ready 2020,Toyota,Noah,Automatic,Octane,3950000,2020,2000.0,74000,6,12333.333333333334,0.8884228187919463,0.10671140939597315,High
Haval H2 Fully Loaded 2017,Haval,H2,Automatic,Octane,1990000,2017,1500.0,34000,9,3777.777777777778,0.001174496644295302,0.0006711409395973154,Low
Toyota Corolla X 2001,Toyota,Corolla,Automatic,"CNG, Octane",950000,2001,1500.0,85431,25,3417.24,0.8884228187919463,0.04848993288590604,Low
Toyota Corolla x 2002,Toyota,Corolla,Automatic,"CNG, Octane",1045000,2002,1500.0,87000,24,3625.0,0.8884228187919463,0.04848993288590604,Low
Toyota Corolla 2003,Toyota,Corolla,Automatic,"CNG, Octane",980000,2008,1500.0,176000,18,9777.777777777777,0.8884228187919463,0.04848993288590604,Low
Toyota Allion 2005,Toyota,Allion,Automatic,"CNG, Octane",1455000,2005,1500.0,85000,21,4047.6190476190477,0.8884228187919463,0.03120805369127517,Low
Toyota Premio F 2012,Toyota,Premio,Automatic,Octane,2565000,2012,1500.0,66000,14,4714.285714285715,0.8884228187919463,0.05285234899328859,Medium
Toyota Premio F 2016,Toyota,Premio,Automatic,Octane,2945000,2016,1500.0,51000,10,5100.0,0.8884228187919463,0.05285234899328859,Medium
Nissan X-Trail no accident history 2007,Nissan,X-Trail,Automatic,"Petrol, Octane",790000,2007,2500.0,120000,19,6315.789473684211,0.02365771812080537,0.015436241610738255,Low
Toyota Fielder 5 Seater 2011,Toyota,Fielder,Automatic,"CNG, Octane",1620000,2011,1500.0,75000,15,5000.0,0.8884228187919463,0.057885906040268456,Low
Toyota Corolla X 2005,Toyota,Corolla,Automatic,"CNG, Octane",1330000,2005,1500.0,78324,21,3729.714285714286,0.8884228187919463,0.04848993288590604,Low
Nissan X-Trail 7 Seat  Sunroof 2014,Nissan,X-Trail,Automatic,Octane,3050000,2014,2000.0,54300,12,4525.0,0.02365771812080537,0.015436241610738255,Medium
Nissan Sunny Fresh Condition 2006,Nissan,Sunny,Automatic,"CNG, Octane",690000,2006,1600.0,79500,20,3975.0,0.02365771812080537,0.002181208053691275,Low
BMW 5 Series 520i Germany 2015,BMW,5 Series,Automatic,Octane,6750000,2015,2000.0,24000,11,2181.818181818182,0.0038590604026845637,0.0008389261744966443,Luxury
DFSK Glory I-Auto Fully Loaded 2021,DFSK,Glory I-Auto,Automatic,Octane,2250000,2021,1500.0,27000,5,5400.0,0.0005033557046979866,0.0003355704697986577,Low
Toyota Noah X 2015,Toyota,Noah,Automatic,"Octane, LPG",2685000,2015,2000.0,72038,11,6548.909090909091,0.8884228187919463,0.10671140939597315,Medium
Toyota C-HR G LED Package Loan 2019,Toyota,C-HR,Automatic,"Hybrid, Octane",2050000,2019,1800.0,27000,7,3857.1428571428573,0.8884228187919463,0.027181208053691275,Low
Toyota Hiace Super GL fresh 2009,Toyota,Hiace,Automatic,"CNG, Octane",2280000,2009,2000.0,75000,17,4411.764705882353,0.8884228187919463,0.09429530201342282,Low
Toyota Premio F EX Octane Drive 2014,Toyota,Premio,Automatic,Octane,2730000,2014,1500.0,55000,12,4583.333333333333,0.8884228187919463,0.05285234899328859,Medium
Toyota Aqua S STYLE BLACK 2020,Toyota,Aqua,Automatic,Hybrid,1900000,2020,1500.0,75000,6,12500.0,0.8884228187919463,0.015771812080536914,Low
Toyota Allion G Plus Package 2016,Toyota,Allion,Automatic,Octane,3050000,2016,1500.0,51000,10,5100.0,0.8884228187919463,0.03120805369127517,Medium
Honda City G Package 2017,Honda,City,Automatic,Octane,2150000,2017,1500.0,37000,9,4111.111111111111,0.0424496644295302,0.0005033557046979866,Low
Toyota Hiace GL Super Fresh 2017,Toyota,Hiace,Automatic,"CNG, Octane",3150000,2017,1500.0,42000,9,4666.666666666667,0.8884228187919463,0.09429530201342282,Medium
Toyota Harrier Advance Premium JBL 2017,Toyota,Harrier,Automatic,Octane,6220000,2017,2000.0,52000,9,5777.777777777777,0.8884228187919463,0.03976510067114094,Luxury
Toyota Noah X Smart Push Octane 2012,Toyota,Noah,Automatic,Octane,2295000,2012,2000.0,75008,14,5357.714285714285,0.8884228187919463,0.10671140939597315,Low
Toyota Celica Sports Full Fresh 2004,Toyota,Celica,Automatic,Octane,1680000,2004,2000.0,43000,22,1954.5454545454545,0.8884228187919463,0.00016778523489932885,Low
Honda Vezel Z Octane Drive Only 2014,Honda,Vezel,Automatic,Octane,1990000,2014,1500.0,62000,12,5166.666666666667,0.0424496644295302,0.006711409395973154,Low
Toyota Alphard EXECUTIVE LOUNGE 2020,Toyota,Alphard,Automatic,Hybrid,10700000,2020,2500.0,20000,6,3333.3333333333335,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Corolla Cross Z Black 2022,Toyota,Corolla Cross,Automatic,Hybrid,4670000,2022,1800.0,34850,4,8712.5,0.8884228187919463,0.07097315436241611,Luxury
Toyota Harrier HarrierPearl 2021,Toyota,Harrier,Automatic,Octane,8300000,2021,2000.0,36542,5,7308.4,0.8884228187919463,0.03976510067114094,Luxury
Toyota Prius S SAFETY PLUS2 2020,Toyota,Prius,Automatic,Hybrid,2980000,2020,1800.0,33451,6,5575.166666666667,0.8884228187919463,0.029865771812080538,Medium
Toyota Axio 2020 PEARL EX,Toyota,Axio,Automatic,Octane,2710000,2020,1500.0,54700,6,9116.666666666666,0.8884228187919463,0.10939597315436242,Medium
Toyota C-HR Pearl 2020,Toyota,C-HR,Automatic,Hybrid,3470500,2020,1800.0,28000,6,4666.666666666667,0.8884228187919463,0.027181208053691275,High
Mitsubishi Outlander Red 2018,Mitsubishi,Outlander,Automatic,Octane,4550000,2018,2000.0,49542,8,6192.75,0.012583892617449664,0.0008389261744966443,Luxury
Mitsubishi Lancer GLX 2011,Mitsubishi,Lancer,Automatic,Octane,920000,2011,1300.0,45000,15,3000.0,0.012583892617449664,0.002181208053691275,Low
Nissan X-Trail 2016 Sunroof japan,Nissan,X-Trail,Automatic,Octane,3050000,2016,2000.0,66000,10,6600.0,0.02365771812080537,0.015436241610738255,Medium
BMW X5 HARD JEEP 2017,BMW,X5,Automatic,"Hybrid, Octane",11500000,2017,2000.0,37000,9,4111.111111111111,0.0038590604026845637,0.0016778523489932886,Luxury
Toyota Corolla X 2005 REG 2008,Toyota,Corolla,Automatic,CNG,1200000,2005,1500.0,68000,21,3238.095238095238,0.8884228187919463,0.04848993288590604,Low
Toyota Fielder 2003 Reg 2008,Toyota,Fielder,Automatic,"CNG, Octane",1090000,2003,1500.0,74000,23,3217.391304347826,0.8884228187919463,0.057885906040268456,Low
Toyota C-HR CHR modelist 2017,Toyota,C-HR,Automatic,"Hybrid, Octane",2550000,2017,1800.0,75650,9,8405.555555555555,0.8884228187919463,0.027181208053691275,Medium
Toyota Axio EX PKG HYB 2020,Toyota,Axio,Automatic,Hybrid,2450000,2020,1500.0,63000,6,10500.0,0.8884228187919463,0.10939597315436242,Medium
Toyota Noah G 2020,Toyota,Noah,Automatic,"Hybrid, Octane",3370000,2020,1800.0,113000,6,18833.333333333332,0.8884228187919463,0.10671140939597315,Medium
Toyota Fielder EX PKG NON HYB 2020,Toyota,Fielder,Automatic,Octane,2650000,2020,1500.0,163000,6,27166.666666666668,0.8884228187919463,0.057885906040268456,Medium
Toyota Hiace SUPER GL KEY START 2020,Toyota,Hiace,Automatic,Octane,3750000,2020,2000.0,143282,6,23880.333333333332,0.8884228187919463,0.09429530201342282,High
Toyota Hiace GL DUAL AC ORIGINAL 2020,Toyota,Hiace,Automatic,Octane,3380000,2020,2000.0,129518,6,21586.333333333332,0.8884228187919463,0.09429530201342282,Medium
Toyota Axio X full fresh 2012,Toyota,Axio,Automatic,"CNG, Octane",1690000,2012,1500.0,78000,14,5571.428571428572,0.8884228187919463,0.10939597315436242,Low
Toyota Corolla X 2005,Toyota,Corolla,Automatic,"CNG, Octane",1225000,2005,1500.0,66000,21,3142.8571428571427,0.8884228187919463,0.04848993288590604,Low
Toyota Axio X Octane Drive Only 2012,Toyota,Axio,Automatic,Octane,1795000,2012,1500.0,69000,14,4928.571428571428,0.8884228187919463,0.10939597315436242,Low
Toyota C-HR Read Stock 2018,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane",3160000,2018,1800.0,43589,8,5448.625,0.8884228187919463,0.027181208053691275,Medium
Hyundai H1 12 Seat Octane Drive 2015,Hyundai,H1,Automatic,"Petrol, Octane",1980000,2015,2400.0,57451,11,5222.818181818182,0.0028523489932885905,0.0005033557046979866,Low
Subaru Forester AWD 2019,Subaru,Forester,Automatic,"Petrol, Octane",3520000,2019,2000.0,55428,7,7918.285714285715,0.0003355704697986577,0.0003355704697986577,High
Toyota Hilux Pickup 2011,Toyota,Hilux,Manual,Diesel,2750000,2011,2500.0,65214,15,4347.6,0.8884228187919463,0.0013422818791946308,Medium
Honda CR-V New Shape Octane 2021,Honda,CR-V,Automatic,Octane,5100000,2021,1500.0,42415,5,8483.0,0.0424496644295302,0.011241610738255034,Luxury
Kia Sportage New Shape Sunroof 2025,Kia,Sportage,Automatic,Octane,5500000,2025,1600.0,2371,1,2371.0,0.0008389261744966443,0.0003355704697986577,Luxury
Toyota Axio G Package 2008,Toyota,Axio,Automatic,"Petrol, Octane",1490000,2008,1500.0,57854,18,3214.1111111111113,0.8884228187919463,0.10939597315436242,Low
Toyota Hilux Carryboy 2018,Toyota,Hilux,Manual,Diesel,5340000,2018,2400.0,55214,8,6901.75,0.8884228187919463,0.0013422818791946308,Luxury
Toyota Hilux Surf Octane Drive 2004,Toyota,Hilux,Automatic,Octane,1900000,2004,2700.0,68563,22,3116.5,0.8884228187919463,0.0013422818791946308,Low
Toyota Premio FEX Octane Drive 2014,Toyota,Premio,Automatic,"Petrol, Octane",2490000,2014,1500.0,62154,12,5179.5,0.8884228187919463,0.05285234899328859,Medium
Toyota Prado TX Ltd 4WD 2012,Toyota,Prado,Automatic,"Petrol, Octane",6990000,2012,2700.0,63587,14,4541.928571428572,0.8884228187919463,0.013926174496644295,Luxury
Mitsubishi Outlandar 4WD 2016,Mitsubishi,Outlandar,Automatic,"Petrol, Octane",3240000,2016,2000.0,52514,10,5251.4,0.012583892617449664,0.0016778523489932886,Medium
Mitsubishi Pajero V93 2006,Mitsubishi,Pajero,Automatic,"Petrol, Octane",3680000,2006,3000.0,82154,20,4107.7,0.012583892617449664,0.0041946308724832215,High
Mitsubishi Pajero Sport Diesel 2013,Mitsubishi,Pajero,Manual,Diesel,3550000,2013,2500.0,47541,13,3657.0,0.012583892617449664,0.0041946308724832215,High
BMW 5 Series 520i 2011,BMW,5 Series,Automatic,"Petrol, Octane",4490000,2011,2000.0,15102,15,1006.8,0.0038590604026845637,0.0008389261744966443,Luxury
Mitsubishi Lancer GLX 2011,Mitsubishi,Lancer,Automatic,"Petrol, Octane",955000,2011,1300.0,82104,15,5473.6,0.012583892617449664,0.002181208053691275,Low
Toyota Aqua Read Stock 2019,Toyota,Aqua,Automatic,"Hybrid, Octane",1940000,2019,1500.0,93541,7,13363.0,0.8884228187919463,0.015771812080536914,Low
Toyota Prius Showroom Stock 2018,Toyota,Prius,Automatic,"Hybrid, Octane",2630000,2018,1800.0,76845,8,9605.625,0.8884228187919463,0.029865771812080538,Medium
Toyota Fortuner 4WD 2006,Toyota,Fortuner,Automatic,"Petrol, Octane",3540000,2006,2700.0,44965,20,2248.25,0.8884228187919463,0.00016778523489932885,High
Range Rover Vogue Autobiography 2017,Range Rover,Vogue,Automatic,Diesel,17500000,2017,3000.0,29845,9,3316.1111111111113,0.002181208053691275,0.0015100671140939597,Luxury
Toyota C-HR Grade-4 2018,Toyota,C-HR,Automatic,"Hybrid, Octane",3220000,2018,1800.0,42518,8,5314.75,0.8884228187919463,0.027181208053691275,Medium
Toyota Corolla Axio Grade-4 2018,Toyota,Corolla,Automatic,"Hybrid, Octane",2150000,2018,1500.0,87451,8,10931.375,0.8884228187919463,0.04848993288590604,Low
Hyundai H1 New Shape 2015,Hyundai,H1,Automatic,"Petrol, Octane",1990000,2015,2400.0,64785,11,5889.545454545455,0.0028523489932885905,0.0005033557046979866,Low
Subaru Forester New Shape Octane 2019,Subaru,Forester,Automatic,"Petrol, Octane",3500000,2019,2000.0,56481,7,8068.714285714285,0.0003355704697986577,0.0003355704697986577,High
Toyota Hilux Diesel Pickup 4WD 2011,Toyota,Hilux,Manual,Diesel,2640000,2011,2500.0,69542,15,4636.133333333333,0.8884228187919463,0.0013422818791946308,Medium
Nissan X-Trail New Shape 4WD 2017,Nissan,X-Trail,Automatic,"Petrol, Octane",3890000,2017,2000.0,35421,9,3935.6666666666665,0.02365771812080537,0.015436241610738255,High
Toyota Allion  CNG Drive 2009,Toyota,Allion,Automatic,"Petrol, Octane",2000000,2009,1500.0,62548,17,3679.294117647059,0.8884228187919463,0.03120805369127517,Low
Toyota Land Cruiser Prado TX LTD 2013,Toyota,Land Cruiser,Automatic,"Petrol, Octane",7550000,2013,2700.0,67549,13,5196.076923076923,0.8884228187919463,0.008557046979865772,Luxury
